timestamp,function,duration_seconds,memory_kb,cpu_time_seconds
2025-07-10 16:12:41,checkValidator,0.4295,0.51,0.0037
2025-07-10 16:12:42,get_all_validators,0.3578,0.60,0.0010
2025-07-10 16:12:52,checkValidator,0.5082,0.51,0.0035
2025-07-10 16:12:53,get_all_validators,0.4088,0.60,0.0011
2025-07-10 16:13:03,checkValidator,0.4308,0.42,0.0022
2025-07-10 16:13:04,get_all_validators,0.3672,0.60,0.0010
2025-07-10 16:13:15,checkValidator,0.4203,0.46,0.0020
2025-07-10 16:13:15,get_all_validators,0.3623,0.57,0.0009
2025-07-10 16:13:26,checkValidator,0.4169,0.51,0.0039
2025-07-10 16:13:26,get_all_validators,0.3566,0.57,0.0009
2025-07-10 16:13:37,checkValidator,0.4092,0.51,0.0029
2025-07-10 16:13:38,get_all_validators,0.3565,0.60,0.0010
2025-07-10 16:13:48,checkValidator,0.5269,0.51,0.0038
2025-07-10 16:13:49,get_all_validators,0.3822,0.60,0.0010
2025-07-10 16:13:59,checkValidator,0.4695,0.51,0.0021
2025-07-10 16:14:00,get_all_validators,0.4000,0.60,0.0012
2025-07-10 16:14:11,checkValidator,0.4853,0.51,0.0028
2025-07-10 16:14:11,get_all_validators,0.3763,0.54,0.0010
2025-07-10 16:14:22,checkValidator,0.4821,0.51,0.0019
2025-07-10 16:14:23,get_all_validators,0.3696,0.60,0.0010
2025-07-10 16:14:33,checkValidator,0.4270,0.48,0.0022
2025-07-10 16:14:34,get_all_validators,0.3772,0.60,0.0010
2025-07-10 16:14:44,checkValidator,0.4418,0.51,0.0029
2025-07-10 16:14:45,get_all_validators,0.3855,0.57,0.0009
2025-07-10 16:14:55,checkValidator,0.4349,0.51,0.0038
2025-07-10 16:14:56,get_all_validators,0.3956,0.60,0.0010
2025-07-10 16:15:07,checkValidator,0.4145,0.51,0.0020
2025-07-10 16:15:07,get_all_validators,0.3640,0.60,0.0010
2025-07-10 16:15:18,checkValidator,0.4203,0.46,0.0035
2025-07-10 16:15:19,get_all_validators,0.3648,0.60,0.0010
2025-07-10 16:15:29,checkValidator,0.4863,0.51,0.0020
2025-07-10 16:15:30,get_all_validators,0.3758,0.60,0.0010
2025-07-10 16:15:40,checkValidator,0.5474,0.51,0.0020
2025-07-10 16:15:41,get_all_validators,0.3861,0.60,0.0010
2025-07-10 16:15:52,checkValidator,0.4302,0.51,0.0037
2025-07-10 16:15:52,get_all_validators,0.3630,0.60,0.0010
2025-07-10 16:16:03,checkValidator,0.4412,0.48,0.0037
2025-07-10 16:16:03,get_all_validators,0.3569,0.60,0.0010
2025-07-10 16:16:14,checkValidator,0.4109,0.51,0.0025
2025-07-10 16:16:15,get_all_validators,0.4150,0.60,0.0012
2025-07-10 16:16:25,checkValidator,0.4186,0.51,0.0028
2025-07-10 16:16:26,get_all_validators,0.3645,0.60,0.0010
2025-07-10 16:16:36,checkValidator,0.4463,0.48,0.0038
2025-07-10 16:16:37,get_all_validators,0.3885,0.60,0.0011
2025-07-10 16:16:48,checkValidator,0.4964,0.51,0.0034
2025-07-10 16:16:48,get_all_validators,0.3900,0.57,0.0010
